path_to_main,path_to_default_config,whether_to_run,delta:results_save_path,delta:eval_type,status,run_folder,results_save_path,walltime
./diverse_universe/cross_eval/main.py,./configs/eval/eval.yaml,0,./result_pickles/deit3b_ood_gen.pkl,ood_gen,Completed,/mnt/lustre/work/oh/arubinstein17/github/diverse-universe-public/experiments/eval/2024-07-27_19:08:43.146130---bfb48069bfc7c6b806ea---319586,/mnt/lustre/work/oh/arubinstein17/github/diverse-universe-public/result_pickles/deit3b_ood_gen.pkl,0:09:45.855946
./diverse_universe/cross_eval/main.py,./configs/eval/eval.yaml,0,./result_pickles/deit3b_ood_det.pkl,ood_det,Completed,/mnt/lustre/work/oh/arubinstein17/github/diverse-universe-public/experiments/eval/2024-07-27_19:08:43.145966---c557cb8355469248dcb7---319587,/mnt/lustre/work/oh/arubinstein17/github/diverse-universe-public/result_pickles/deit3b_ood_det.pkl,0:15:40.591196
